C:\Users\HUY\Documents\Seft-Driving\Data\IMG\center_2020_06_17_20_14_56_292.jpg,C:\Users\HUY\Documents\Seft-Driving\Data\IMG\left_2020_06_17_20_14_56_292.jpg,C:\Users\HUY\Documents\Seft-Driving\Data\IMG\right_2020_06_17_20_14_56_292.jpg,-0.4,1,0,10.74195
C:\Users\HUY\Documents\Seft-Driving\Data\IMG\center_2020_06_17_20_14_56_360.jpg,C:\Users\HUY\Documents\Seft-Driving\Data\IMG\left_2020_06_17_20_14_56_360.jpg,C:\Users\HUY\Documents\Seft-Driving\Data\IMG\right_2020_06_17_20_14_56_360.jpg,0,1,0,11.35672
C:\Users\HUY\Documents\Seft-Driving\Data\IMG\center_2020_06_17_20_14_56_430.jpg,C:\Users\HUY\Documents\Seft-Driving\Data\IMG\left_2020_06_17_20_14_56_430.jpg,C:\Users\HUY\Documents\Seft-Driving\Data\IMG\right_2020_06_17_20_14_56_430.jpg,0,1,0,12.0037
C:\Users\HUY\Documents\Seft-Driving\Data\IMG\center_2020_06_17_20_14_56_502.jpg,C:\Users\HUY\Documents\Seft-Driving\Data\IMG\left_2020_06_17_20_14_56_502.jpg,C:\Users\HUY\Documents\Seft-Driving\Data\IMG\right_2020_06_17_20_14_56_502.jpg,0,1,0,13.0069
C:\Users\HUY\Documents\Seft-Driving\Data\IMG\center_2020_06_17_20_14_56_569.jpg,C:\Users\HUY\Documents\Seft-Driving\Data\IMG\left_2020_06_17_20_14_56_569.jpg,C:\Users\HUY\Documents\Seft-Driving\Data\IMG\right_2020_06_17_20_14_56_569.jpg,-0.15,1,0,13.71006
C:\Users\HUY\Documents\Seft-Driving\Data\IMG\center_2020_06_17_20_14_56_640.jpg,C:\Users\HUY\Documents\Seft-Driving\Data\IMG\left_2020_06_17_20_14_56_640.jpg,C:\Users\HUY\Documents\Seft-Driving\Data\IMG\right_2020_06_17_20_14_56_640.jpg,-0.3,1,0,14.23148
C:\Users\HUY\Documents\Seft-Driving\Data\IMG\center_2020_06_17_20_14_56_708.jpg,C:\Users\HUY\Documents\Seft-Driving\Data\IMG\left_2020_06_17_20_14_56_708.jpg,C:\Users\HUY\Documents\Seft-Driving\Data\IMG\right_2020_06_17_20_14_56_708.jpg,-0.5000001,1,0,15.00519
C:\Users\HUY\Documents\Seft-Driving\Data\IMG\center_2020_06_17_20_14_56_777.jpg,C:\Users\HUY\Documents\Seft-Driving\Data\IMG\left_2020_06_17_20_14_56_777.jpg,C:\Users\HUY\Documents\Seft-Driving\Data\IMG\right_2020_06_17_20_14_56_777.jpg,0,1,0,15.78937
C:\Users\HUY\Documents\Seft-Driving\Data\IMG\center_2020_06_17_20_14_56_844.jpg,C:\Users\HUY\Documents\Seft-Driving\Data\IMG\left_2020_06_17_20_14_56_844.jpg,C:\Users\HUY\Documents\Seft-Driving\Data\IMG\right_2020_06_17_20_14_56_844.jpg,0,1,0,16.18168
C:\Users\HUY\Documents\Seft-Driving\Data\IMG\center_2020_06_17_20_14_56_913.jpg,C:\Users\HUY\Documents\Seft-Driving\Data\IMG\left_2020_06_17_20_14_56_913.jpg,C:\Users\HUY\Documents\Seft-Driving\Data\IMG\right_2020_06_17_20_14_56_913.jpg,-0.15,1,0,17.02991
